Name,ISIN,Symbol,Market,Currency,Open Price,High Price,low Price,last Price,last Trade MIC Time,Time Zone,Volume,Turnover,Closing Price,Closing Price DateTime
28 Jan 2024,,,,,,,,,,,,,,
All datapoints provided as of end of last active trading day.,,,,,,,,,,,,,,
1000MERCIS,FR0010285965,ALMIL,Euronext Growth Paris,EUR,26.60,26.60,26.60,26.60,26/01/2024 09:00,CET,5,133.00,26.60,26/01/2024
2020 BULKERS,BMG9156K1018,2020,Oslo Børs,NOK,143.40,146.90,143.10,146.20,26/01/2024 16:28,CET,121276,17654739.40,146.20,26/01/2024
2CRSI,FR0013341781,AL2SI,Euronext Growth Paris,EUR,2.78,2.92,2.63,2.80,26/01/2024 17:35,CET,84042,233831.12,2.80,26/01/2024
3D SYSTEMS CORP,US88554D2053,4DDD,EuroTLX,EUR,4.728,4.728,4.728,4.728,26/01/2024 13:46,CET,1400,6619.20,4.714,26/01/2024
3D SYSTEMS CORP,US88554D2053,1DDD,Euronext Global Equity Market,EUR,4.77,4.77,4.77,4.77,26/01/2024 15:38,CET,420,2003.40,4.716,26/01/2024
3D SYSTEMS CORP,US88554D2053,2DDD,Trading After Hours,EUR,4.27,4.27,4.27,4.27,17/01/2024 19:12,CET,60,256.20,4.716,26/01/2024
3M,US88579Y1010,4MMM,EuroTLX,EUR,87.00,87.00,85.80,86.86,25/01/2024 11:39,CET,105,9083.50,88.62,26/01/2024
3M,US88579Y1010,1MMM,Euronext Global Equity Market,EUR,88.70,88.70,88.70,88.70,26/01/2024 13:57,CET,12,1064.40,88.65,26/01/2024
3M,US88579Y1010,2MMM,Trading After Hours,EUR,88.04,88.04,88.04,88.04,23/01/2024 19:40,CET,120,10564.80,88.65,26/01/2024
4AIM SICAF,IT0005204729,AIM,Euronext Growth Milan,EUR,298.00,319.95,290.95,319.95,26/01/2024 17:09,CET,450,139017.60,319.95,26/01/2024
4AIM SICAF COMP 2,IT0005440323,AIM2,Euronext Growth Milan,EUR,270.00,270.00,270.00,270.00,25/01/2024 15:28,CET,2,540.00,270.00,26/01/2024
5TH PLANET GAMES,DK0060945467,5PG,Euronext Expand Oslo,NOK,1.77,1.876,1.76,1.836,26/01/2024 16:25,CET,50879,91289.944,1.836,26/01/2024
A.B.P. NOCIVELLI,IT0005439861,ABP,Euronext Growth Milan,EUR,4.10,4.10,4.10,4.10,25/01/2024 12:34,CET,500,2050.00,4.10,26/01/2024
A.S.T. GROUPE,FR0000076887,ALAST,Euronext Growth Paris,EUR,1.28,1.335,1.275,1.33,26/01/2024 17:35,CET,21951,28533.58,1.33,26/01/2024
A2A,IT0001233417,A2A,Euronext Milan,EUR,1.7925,1.798,1.7785,1.7875,26/01/2024 17:35,CET,12364739,22106219.6235,1.7875,26/01/2024
A2A,IT0001233417,2A2A,Trading After Hours,EUR,1.794,1.794,1.794,1.794,26/01/2024 19:22,CET,1000,1794.00,1.794,26/01/2024
AALBERTS NV,NL0000852564,AALB,Euronext Amsterdam,EUR,37.27,37.81,36.95,37.42,26/01/2024 17:35,CET,144439,5409757.03,37.42,26/01/2024
AALBERTS NV,NL0000852564,2AALB,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,37.42,26/01/2024
AASEN SPAREBANK,NO0010672181,AASB,Euronext Growth Oslo,NOK,127.00,127.00,127.00,127.00,26/01/2024 09:52,CET,40,5080.00,127.00,26/01/2024
AATECH,IT0005548521,AAT,Euronext Growth Milan,EUR,1.42,1.44,1.40,1.44,23/01/2024 17:26,CET,15000,21270.00,1.44,26/01/2024
AB INBEV,BE0974293251,ABI,Euronext Brussels,EUR,57.34,57.48,56.66,57.20,26/01/2024 17:35,CET,1692511,96661967.63,57.20,26/01/2024
AB SCIENCE,FR0010557264,AB,Euronext Paris,EUR,3.81,4.00,3.77,3.85,26/01/2024 17:35,CET,259742,1003949.65,3.85,26/01/2024
ABATTOIR,BE0946377455,-,Euronext Expert Market,EUR,47.70,47.70,47.70,47.70,24/01/2017 11:30,CET,500,23850.00,47.80,26/01/2024
ABBVIE,US00287Y1091,1ABBV,Euronext Global Equity Market,EUR,153.20,153.20,152.50,152.50,26/01/2024 14:13,CET,5,763.90,150.70,26/01/2024
ABBVIE,US00287Y1091,4ABBV,EuroTLX,EUR,152.00,152.00,152.00,152.00,25/01/2024 15:44,CET,26,3952.00,150.70,26/01/2024
ABBVIE,US00287Y1091,2ABBV,Trading After Hours,EUR,131.70,131.70,131.70,131.70,01/12/2023 18:58,CET,20,2634.00,150.70,26/01/2024
ABC ARBITRAGE,FR0004040608,ABCA,Euronext Paris,EUR,4.435,4.48,4.42,4.435,26/01/2024 17:35,CET,39705,176514.755,4.435,26/01/2024
ABC COMPANY,IT0005466294,ABC,Euronext Growth Milan,EUR,3.70,3.70,3.70,3.70,23/08/2023 17:35,CET,1500,5550.00,3.70,26/01/2024
ABEO,FR0013185857,ABEO,Euronext Paris,EUR,14.90,14.90,13.50,14.60,26/01/2024 17:36,CET,3068,43714.35,14.60,26/01/2024
ABG SUNDAL COLLIER,NO0003021909,ABG,Oslo Børs,NOK,6.47,6.49,6.30,6.39,26/01/2024 16:25,CET,103898,660075.52,6.39,26/01/2024
ABIONYX PHARMA,FR0012616852,ABNX,Euronext Paris,EUR,1.23,1.256,1.23,1.25,26/01/2024 17:35,CET,15551,19215.692,1.25,26/01/2024
ABITARE IN,IT0005445280,ABT,Euronext Milan,EUR,4.89,4.92,4.85,4.87,26/01/2024 17:35,CET,11338,55284.54,4.87,26/01/2024
ABIVAX,FR0012333284,ABVX,Euronext Paris,EUR,11.08,11.70,10.90,11.62,26/01/2024 17:36,CET,37050,420751.42,11.62,26/01/2024
ABL Diagnostics,FR001400AHX6,ABLD,Euronext Paris,EUR,9.70,9.70,9.70,9.70,13/10/2023 11:30,CET,15,145.50,9.70,26/01/2024
ABL GROUP,NO0010715394,ABL,Oslo Børs,NOK,12.95,13.20,12.80,12.90,26/01/2024 16:25,CET,45559,597022.00,12.90,26/01/2024
ABN AMRO BANK N.V.,NL0011540547,ABN,Euronext Amsterdam,EUR,13.675,14.055,13.675,13.90,26/01/2024 17:35,CET,4171418,58073491.095,13.90,26/01/2024
ABO GROUP,BE0974278104,ABO,"Euronext Brussels, Paris",EUR,5.90,5.90,5.80,5.80,25/01/2024 17:35,CET,165,958.50,5.80,26/01/2024
ACANTHE DEV.,FR0000064602,ACAN,Euronext Paris,EUR,0.392,0.394,0.382,0.394,26/01/2024 15:55,CET,9236,3592.558,0.394,26/01/2024
ACCENTIS,BE0003696102,ACCB,Euronext Brussels,EUR,0.0274,0.0282,0.0274,0.0282,26/01/2024 12:46,CET,438563,12231.3714,0.0282,26/01/2024
ACCOR,FR0000120404,AC,Euronext Paris,EUR,36.64,37.33,36.54,37.02,26/01/2024 17:37,CET,826841,30640109.72,37.02,26/01/2024
ACCOR,FR0000120404,2AC,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,37.02,26/01/2024
ACCOR,FR0000120404,4AC,EuroTLX,EUR,35.30,35.30,35.30,35.30,11/01/2024 10:10,CET,67,2365.10,37.20,26/01/2024
ACCSYS,GB00BQQFX454,AXS,Euronext Amsterdam,EUR,0.714,0.725,0.702,0.724,26/01/2024 17:35,CET,341649,243771.122,0.724,26/01/2024
ACEA,IT0001207098,ACE,Euronext Milan,EUR,14.21,14.46,14.15,14.46,26/01/2024 17:35,CET,125150,1797324.54,14.46,26/01/2024
ACHETER-LOUER.FR,FR001400JAP8,ALALO,Euronext Growth Paris,EUR,0.0032,0.0096,0.003,0.0032,26/01/2024 17:35,CET,104828400,600689.3249,0.0032,26/01/2024
ACINQUE,IT0001382024,AC5,Euronext Milan,EUR,2.04,2.04,1.99,1.99,25/01/2024 17:15,CET,10061,20291.39,1.99,26/01/2024
ACKERMANS V.HAAREN,BE0003764785,2ACKB,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,157.30,26/01/2024
ACKERMANS V.HAAREN,BE0003764785,ACKB,Euronext Brussels,EUR,156.70,158.20,156.30,157.30,26/01/2024 17:35,CET,24191,3804148.80,157.30,26/01/2024
ACOMO,NL0000313286,ACOMO,Euronext Amsterdam,EUR,17.74,17.74,17.52,17.60,26/01/2024 17:35,CET,9763,172005.26,17.60,26/01/2024
ACQUAZZURRA,IT0005443061,ACQ,Euronext Growth Milan,EUR,9.90,9.90,9.90,9.90,06/03/2023 00:00,CET,3000,29700.00,9.90,26/01/2024
ACS ACTIVIDADES,ES0167050915,1ACS,Euronext Global Equity Market,EUR,39.69,39.69,39.69,39.69,26/01/2024 17:24,CET,120,4762.80,39.66,26/01/2024
ACS ACTIVIDADES,ES0167050915,2ACS,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,39.66,26/01/2024
ACS ACTIVIDADES,ES0167050915,4ACS,EuroTLX,EUR,39.53,39.53,39.53,39.53,09/01/2024 11:07,CET,132,5217.96,39.65,26/01/2024
ACTEOS,FR0000076861,EOS,Euronext Paris,EUR,1.50,1.56,1.50,1.50,26/01/2024 16:19,CET,5581,8484.29,1.50,26/01/2024
ACTIA GROUP,FR0000076655,ALATI,Euronext Growth Paris,EUR,3.92,3.92,3.81,3.81,26/01/2024 17:35,CET,13197,50680.59,3.81,26/01/2024
ACTICOR BIOTECH,FR0014005OJ5,ALACT,Euronext Growth Paris,EUR,4.40,4.49,4.24,4.26,26/01/2024 17:20,CET,11771,51037.85,4.26,26/01/2024
ACTIVIUM GROUP,FR0010979377,MLACT,Euronext Access Paris,EUR,1.27,1.27,1.27,1.27,26/01/2024 11:30,CET,120,152.40,1.27,26/01/2024
ACVLHO,BE0010012210,-,Euronext Expert Market,EUR,4500.01,4500.01,4500.01,4500.01,07/07/2015 11:30,CET,3,13500.03,4500.00,26/01/2024
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.066,0.066,0.066,0.066,26/01/2024 16:30,CET,1308,86.328,0.066,26/01/2024
ADEUNIS,FR0013284627,ALARF,Euronext Growth Paris,EUR,0.256,0.256,0.256,0.256,26/01/2024 13:17,CET,800,204.80,0.256,26/01/2024
ADEVINTA,NO0010844038,ADE,Oslo Børs,NOK,113.00,113.70,113.00,113.70,26/01/2024 16:25,CET,961049,108837238.50,113.70,26/01/2024
ADIDAS,DE000A1EWWW0,1ADS,Euronext Global Equity Market,EUR,175.00,177.80,173.60,177.32,26/01/2024 17:21,CET,694,122454.40,177.50,26/01/2024
ADIDAS,DE000A1EWWW0,2ADS,Trading After Hours,EUR,171.00,171.00,166.60,166.60,25/01/2024 18:02,CET,20,3336.40,177.50,26/01/2024
ADIDAS,DE000A1EWWW0,4ADS,EuroTLX,EUR,174.32,177.24,174.32,177.24,26/01/2024 16:42,CET,105,18602.72,177.38,26/01/2024
ADLER GROUP,LU1250154413,4ADJ,EuroTLX,EUR,0.3158,0.3158,0.3158,0.3158,28/11/2023 16:04,CET,250,78.95,0.3728,26/01/2024
ADLER GROUP,LU1250154413,1ADJ,Euronext Global Equity Market,EUR,0.512,0.512,0.512,0.512,10/01/2024 17:29,CET,1000,512.00,0.3698,26/01/2024
ADLER GROUP,LU1250154413,2ADJ,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,0.3698,26/01/2024
ADOBE,US00724F1012,2ADBE,Trading After Hours,EUR,557.40,557.40,557.40,557.40,19/01/2024 20:20,CET,3,1672.20,571.40,26/01/2024
ADOBE,US00724F1012,1ADBE,Euronext Global Equity Market,EUR,571.80,571.80,571.00,571.40,26/01/2024 17:35,CET,22,12578.40,571.40,26/01/2024
ADOBE,US00724F1012,4ADBE,EuroTLX,EUR,552.80,552.80,552.80,552.80,23/01/2024 09:39,CET,1,552.80,571.00,26/01/2024
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,10.50,10.84,10.48,10.66,26/01/2024 17:36,CET,90457,964568.62,10.66,26/01/2024
ADOMOS,FR001400JAL7,ALADO,Euronext Growth Paris,EUR,0.0256,0.045,0.0242,0.0288,26/01/2024 17:35,CET,6514295,210642.256,0.0288,26/01/2024
ADP,FR0010340141,2ADPP,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,125.40,26/01/2024
ADP,FR0010340141,ADP,Euronext Paris,EUR,124.30,125.40,123.20,125.40,26/01/2024 17:36,CET,135676,16982793.40,125.40,26/01/2024
ADS MARITIME HOLD,CY0108052115,ADS,Euronext Growth Oslo,NOK,2.14,2.18,2.14,2.18,26/01/2024 16:04,CET,5796,12443.44,2.18,26/01/2024
ADUX,FR0012821890,ADUX,"Euronext Paris, Amsterdam",EUR,1.345,1.35,1.34,1.34,26/01/2024 17:35,CET,688,923.66,1.34,26/01/2024
ADVANCED MICRO DEV,US0079031078,1AMD,Euronext Global Equity Market,EUR,165.12,166.82,159.54,165.46,26/01/2024 17:29,CET,20742,3379087.48,165.38,26/01/2024
ADVANCED MICRO DEV,US0079031078,4AMD,EuroTLX,EUR,170.00,170.00,160.00,165.54,26/01/2024 17:22,CET,2038,331875.00,165.54,26/01/2024
ADVANCED MICRO DEV,US0079031078,2AMDV,Trading After Hours,EUR,165.38,165.38,165.38,165.38,26/01/2024 18:00,CET,65,10749.70,165.38,26/01/2024
ADVICENNE,FR0013296746,ALDVI,Euronext Growth Paris,EUR,1.91,1.946,1.82,1.908,26/01/2024 17:35,CET,38948,72964.116,1.908,26/01/2024
ADVINI,FR0000053043,ALAVI,Euronext Growth Paris,EUR,15.30,15.50,15.20,15.50,26/01/2024 13:46,CET,186,2852.10,15.50,26/01/2024
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,1142.20,1161.00,1122.00,1161.00,26/01/2024 17:35,CET,79916,91800800.80,1161.00,26/01/2024
ADYEN,NL0012969182,4ADYEN,EuroTLX,EUR,1203.20,1203.20,1203.20,1203.20,11/12/2023 09:13,CET,1,1203.20,1158.00,26/01/2024
ADYEN,NL0012969182,2ADYEN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,1161.00,26/01/2024
AEDIFICA,BE0003851681,AED,"Euronext Brussels, Amsterdam",EUR,58.45,59.05,57.55,58.80,26/01/2024 17:35,CET,38787,2273412.95,58.80,26/01/2024
AEDIFICA,BE0003851681,2AED,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,58.80,26/01/2024
AEFFE,IT0001384590,AEF,Euronext Milan,EUR,0.904,0.923,0.903,0.914,26/01/2024 17:35,CET,157739,143774.988,0.914,26/01/2024
AEGA,NO0012958539,AEGA,Euronext Expand Oslo,NOK,2.2705,2.50,2.2705,2.4015,26/01/2024 15:54,CET,33409,82089.106,2.4015,26/01/2024
AEGON,BMG0112X1056,AGN,Euronext Amsterdam,EUR,5.568,5.584,5.534,5.538,26/01/2024 17:35,CET,6289326,34911500.046,5.538,26/01/2024
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,13.55,13.60,13.45,13.60,26/01/2024 17:37,CET,102,1378.20,13.60,26/01/2024
AENA SME,ES0105046009,4AENA,EuroTLX,EUR,-,-,-,128.00,07/09/2023 00:00,CET,-,-,164.10,26/01/2024
AENA SME,ES0105046009,2AENA,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,164.10,26/01/2024
AENA SME,ES0105046009,1AENA,Euronext Global Equity Market,EUR,161.65,161.65,161.65,161.65,24/01/2024 11:06,CET,50,8082.50,164.10,26/01/2024
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,2.22,2.22,2.22,2.22,08/12/2023 11:45,CET,30,66.60,2.22,26/01/2024
AEROPORTO G. M. BO,IT0001006128,ADB,Euronext Milan,EUR,8.22,8.30,8.18,8.28,26/01/2024 17:29,CET,4125,33962.04,8.28,26/01/2024
AF GRUPPEN,NO0003078107,AFG,Oslo Børs,NOK,117.00,118.80,115.60,118.80,26/01/2024 16:25,CET,39088,4570717.00,118.80,26/01/2024
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.01,0.01,0.01,0.01,26/01/2024 15:25,CET,1027,10.27,0.01,26/01/2024
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,1.70,1.70,1.62,1.62,26/01/2024 15:05,CET,152,252.40,1.62,26/01/2024
AFYREN,FR0014005AC9,ALAFY,Euronext Growth Paris,EUR,2.14,2.29,2.08,2.15,26/01/2024 17:29,CET,77581,170155.82,2.15,26/01/2024
AG3I,FR0011908045,MLAGI,Euronext Access Paris,EUR,0.35,0.35,0.35,0.35,16/06/2023 16:30,CET,40,14.00,0.35,26/01/2024
AGATOS,IT0005421919,AGA,Euronext Growth Milan,EUR,0.2445,0.2495,0.224,0.239,28/09/2023 17:35,CET,121100,28527.65,0.239,26/01/2024
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,39.55,39.82,39.44,39.60,26/01/2024 17:35,CET,223131,8835363.43,39.60,26/01/2024
AGEAS,BE0974264930,1AGS,Euronext Global Equity Market,EUR,39.89,39.89,39.89,39.89,26/01/2024 14:19,CET,150,5983.50,39.55,26/01/2024
AGEAS,BE0974264930,4AGS,EuroTLX,EUR,39.34,39.34,39.34,39.34,22/01/2024 16:24,CET,10,393.40,39.54,26/01/2024
AGEAS,BE0974264930,2AGS,Trading After Hours,EUR,35.67,35.67,35.28,35.28,19/07/2023 19:51,CET,23,820.02,39.55,26/01/2024
AGENCE AUTO,FR0014005WE9,MLAA,Euronext Access Paris,EUR,1.94,1.94,1.94,1.94,19/01/2024 11:30,CET,177,343.38,1.94,26/01/2024
AGENCE MARIT MINNE,BE0024915838,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-,700.00,26/01/2024
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,1.18,1.234,1.18,1.224,26/01/2024 17:35,CET,147235,178339.396,1.224,26/01/2024
AGFA-GEVAERT,BE0003755692,4AGFB,EuroTLX,EUR,1.642,1.642,1.642,1.642,17/11/2023 10:52,CET,2000,3284.00,1.228,26/01/2024
AGILENT TECHNOL,US00846U1016,1A,Euronext Global Equity Market,EUR,118.40,118.40,118.40,118.40,16/01/2024 15:01,CET,80,9472.00,121.60,26/01/2024
AGILENT TECHNOL,US00846U1016,4A,EuroTLX,EUR,113.30,113.30,113.30,113.30,22/11/2023 09:46,CET,4,453.20,121.60,26/01/2024
AGILENT TECHNOL,US00846U1016,2A,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,121.60,26/01/2024
AGILYX,NO0010872468,AGLX,Oslo Børs,NOK,20.85,22.75,20.30,22.50,26/01/2024 16:25,CET,2355529,48456972.25,22.50,26/01/2024
AGP MALAGA SOCIMI,ES0105478004,MLAGP,Euronext Access Paris,EUR,3.00,3.00,3.00,3.00,21/11/2023 11:30,CET,13440,40320.00,3.00,26/01/2024
AGRIPOWER,FR0013452281,ALAGP,Euronext Growth Paris,EUR,1.645,1.645,1.52,1.56,26/01/2024 17:35,CET,22300,34705.575,1.56,26/01/2024
AGROGENERATION,FR0010641449,ALAGR,Euronext Growth Paris,EUR,0.05,0.05,0.048,0.0485,26/01/2024 17:35,CET,144192,7020.6584,0.0485,26/01/2024
AGUAS DA CURIA,PTCUR0AP0000,CUR,Euronext Access Lisbon,EUR,1.17,1.17,1.17,1.17,06/09/2017 20:30,BST,32,37.44,1.17,26/01/2024
AHOLD DEL,NL0011794037,4AD,EuroTLX,EUR,25.54,25.54,25.54,25.54,23/01/2024 15:28,CET,313,7994.02,25.97,26/01/2024
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,26.00,26.265,25.865,25.935,26/01/2024 17:35,CET,2002886,52045169.145,25.935,26/01/2024
AHOLD DEL,NL0011794037,1AD,Euronext Global Equity Market,EUR,25.525,25.90,25.525,25.90,24/01/2024 16:43,CET,1000,25600.00,25.965,26/01/2024
AHOLD DEL,NL0011794037,2AD,Trading After Hours,EUR,30.62,30.62,30.62,30.62,21/07/2023 19:08,CET,150,4593.00,25.965,26/01/2024
AIB GROUP PLC,IE00BF0L3536,A5G,Euronext Dublin,EUR,3.988,4.018,3.944,3.988,26/01/2024 21:08,IST,1893299,7546477.5796,3.988,26/01/2024
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,12.244,12.382,12.048,12.35,26/01/2024 17:35,CET,1157384,14194891.58,12.35,26/01/2024
AIR FRANCE-KLM,FR001400J770,4AF,EuroTLX,EUR,12.15,12.15,12.15,12.15,25/01/2024 11:50,CET,200,2430.00,12.338,26/01/2024
AIR FRANCE-KLM,FR001400J770,2AF,Trading After Hours,EUR,11.38,11.38,11.38,11.38,03/10/2023 19:40,CET,1,11.38,12.334,26/01/2024
AIR FRANCE-KLM,FR001400J770,1AF,Euronext Global Equity Market,EUR,12.146,12.406,12.088,12.352,26/01/2024 17:11,CET,5080,62443.72,12.334,26/01/2024
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,171.62,172.78,171.12,171.48,26/01/2024 17:35,CET,629109,108015452.90,171.48,26/01/2024
AIR LIQUIDE,FR0000120073,2AI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,171.48,26/01/2024
AIR PRODUCTS AND C,US0091581068,2APD,Trading After Hours,EUR,242.30,242.30,242.30,242.30,25/01/2024 20:21,CET,1,242.30,242.10,26/01/2024
AIR PRODUCTS AND C,US0091581068,1APD,Euronext Global Equity Market,EUR,240.00,240.00,240.00,240.00,24/01/2024 15:30,CET,5,1200.00,242.10,26/01/2024
AIR PRODUCTS AND C,US0091581068,4APD,EuroTLX,EUR,237.20,237.20,237.20,237.20,19/01/2024 16:00,CET,36,8539.20,242.10,26/01/2024
AIRBNB,US0090661010,4ABNB,EuroTLX,EUR,126.40,126.40,126.40,126.40,19/01/2024 15:40,CET,4,505.60,133.70,26/01/2024
AIRBNB,US0090661010,2ABNB,Trading After Hours,EUR,130.48,130.48,130.48,130.48,23/01/2024 19:41,CET,1,130.48,133.66,26/01/2024
AIRBNB,US0090661010,1ABNB,Euronext Global Equity Market,EUR,129.68,129.68,129.68,129.68,25/01/2024 09:00,CET,1,129.68,133.66,26/01/2024
AIRBUS,NL0000235190,1AIR,Euronext Global Equity Market,EUR,148.44,149.20,148.34,149.06,26/01/2024 16:49,CET,386,57399.02,149.20,26/01/2024
AIRBUS,NL0000235190,2AIR,Trading After Hours,EUR,148.42,148.42,146.00,146.00,22/01/2024 18:02,CET,20,2922.42,149.28,26/01/2024
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,148.56,149.40,148.24,149.28,26/01/2024 17:38,CET,796083,118640902.62,149.28,26/01/2024
AIRBUS,NL0000235190,4AIR,EuroTLX,EUR,148.76,149.18,148.76,149.18,26/01/2024 17:21,CET,503,75036.28,149.18,26/01/2024
AIRTHINGS,NO0010895568,AIRX,Oslo Børs,NOK,3.455,3.455,3.31,3.365,26/01/2024 16:25,CET,54299,184790.44,3.365,26/01/2024
AIRWELL,FR0014003V77,ALAIR,Euronext Growth Paris,EUR,4.46,4.50,4.40,4.40,26/01/2024 15:48,CET,3341,14793.36,4.40,26/01/2024
AIXTRON,DE000A0WMPJ6,1AIXA,Euronext Global Equity Market,EUR,35.71,35.71,35.71,35.71,19/01/2024 16:47,CET,48,1714.08,35.72,26/01/2024
AIXTRON,DE000A0WMPJ6,4AIXA,EuroTLX,EUR,38.65,38.65,38.65,38.65,15/12/2023 10:55,CET,13,502.45,35.78,26/01/2024
AIXTRON,DE000A0WMPJ6,2AIXA,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,35.72,26/01/2024
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,10.40,10.40,10.30,10.40,26/01/2024 17:12,CET,630,6515.10,10.40,26/01/2024
AKAMAI TECHNOL,US00971T1016,1AKAM,Euronext Global Equity Market,EUR,-,-,-,-,-,CET,-,-,113.92,26/01/2024
AKAMAI TECHNOL,US00971T1016,2AKAM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,113.92,26/01/2024
AKAMAI TECHNOL,US00971T1016,4AKAM,EuroTLX,EUR,114.26,114.26,114.26,114.26,26/01/2024 16:36,CET,4,457.04,113.92,26/01/2024
AKASTOR,NO0010215684,AKAST,Oslo Børs,NOK,11.48,11.48,11.00,11.42,26/01/2024 16:25,CET,75752,845536.42,11.42,26/01/2024
AKER,NO0010234552,AKER,Oslo Børs,NOK,645.00,649.50,643.50,649.50,26/01/2024 16:25,CET,18553,12004991.00,649.50,26/01/2024
AKER BIOMARINE,NO0010886625,AKBM,Oslo Børs,NOK,45.00,45.50,44.05,45.50,26/01/2024 16:25,CET,36990,1666629.55,45.50,26/01/2024
AKER BP,NO0010345853,AKRBP,Oslo Børs,NOK,278.60,282.40,278.40,282.00,26/01/2024 16:27,CET,702355,197314701.60,282.00,26/01/2024
AKER CARBON CAPTUR,NO0010890304,ACC,Oslo Børs,NOK,10.20,10.58,10.10,10.50,26/01/2024 16:26,CET,1316358,13652779.05,10.50,26/01/2024
AKER HORIZONS,NO0010921232,AKH,Oslo Børs,NOK,4.34,4.43,4.246,4.372,26/01/2024 16:25,CET,1534107,6688197.362,4.372,26/01/2024
AKER SOLUTIONS,NO0010716582,AKSO,Oslo Børs,NOK,39.92,41.02,39.92,40.90,26/01/2024 16:28,CET,589585,23993672.20,40.90,26/01/2024
AKOBO MINERALS,SE0015193412,AKOBO,Euronext Growth Oslo,NOK,2.94,2.94,2.69,2.76,26/01/2024 16:25,CET,40046,114962.20,2.76,26/01/2024
AKVA GROUP,NO0003097503,AKVA,Oslo Børs,NOK,56.80,56.80,55.00,55.00,26/01/2024 16:25,CET,4853,269888.80,55.00,26/01/2024
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,16.22,16.24,15.64,16.12,26/01/2024 17:35,CET,23287,375998.58,16.12,26/01/2024
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,70.46,72.18,70.46,71.58,26/01/2024 17:35,CET,366770,26277273.18,71.58,26/01/2024
AKZO NOBEL,NL0013267909,4AKZA,EuroTLX,EUR,67.68,67.68,67.68,67.68,28/09/2023 09:10,CET,70,4737.60,71.76,26/01/2024
AKZO NOBEL,NL0013267909,2AKZA,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,71.58,26/01/2024
ALA,IT0005446700,ALA,Euronext Growth Milan,EUR,15.05,15.15,14.50,15.05,26/01/2024 17:35,CET,1828,26992.30,15.05,26/01/2024
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,10.55,10.55,10.55,10.55,26/01/2024 09:00,CET,183,1930.65,10.55,26/01/2024
ALCHIMIE,FR0014000JX7,ALCHI,Euronext Growth Paris,EUR,0.72,0.72,0.712,0.712,26/01/2024 16:50,CET,978,701.29,0.712,26/01/2024
ALCOA,US0138721065,4AA,EuroTLX,EUR,27.44,27.44,27.44,27.44,26/01/2024 12:32,CET,50,1372.00,27.92,26/01/2024
ALCOA,US0138721065,2AA,Trading After Hours,EUR,28.97,28.97,28.90,28.90,08/01/2024 20:16,CET,93,2692.46,27.92,26/01/2024
ALCOA,US0138721065,1AA,Euronext Global Equity Market,EUR,27.50,27.50,27.15,27.15,25/01/2024 16:58,CET,44,1203.35,27.92,26/01/2024
ALD,FR0013258662,ALD,Euronext Paris,EUR,5.97,6.135,5.875,6.115,26/01/2024 17:35,CET,1176423,7112913.975,6.115,26/01/2024
ALD,FR0013258662,2ALD,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,6.115,26/01/2024
ALERION,IT0004720733,ARN,Euronext Milan,EUR,25.90,25.90,25.30,25.40,26/01/2024 17:35,CET,5973,152196.25,25.40,26/01/2024
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,53.98,54.22,52.16,53.18,26/01/2024 17:35,CET,181252,9612196.72,53.18,26/01/2024
ALFEN,NL0012817175,2ALFEN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,53.18,26/01/2024
